A_Lat,A_Lon,A_Alt,A_Spd,A_Crs,A_R,A_Sat,A_HDOP,A_NSatView,B_Lat,B_Lon,B_Alt,B_Spd,B_Crs,B_R,B_Sat,B_HDOP,B_NSatView,C_Lat,C_Lon,C_Alt,C_Spd,C_Crs,C_R,C_Sat,C_HDOP,C_NSatView,Fused_Lat,Fused_Lon,Corrected_Lat,Corrected_Lon,Roll,Pitch,Yaw,Ax,Ay,Az,Gx,Gy,Gz,Timestamp,Fused_Lat_Calc,Fused_Lon_Calc
24.1723545,120.707367,139.5,38.448,72.44,4.45,10,0.89,14,24.17233517,120.707308,135.1,38.503,72.05,4.95,9,0.99,14,24.172322,120.70731817,123.5,38.392,72.93,4.95,9,0.99,14,24.17233886348755,120.70733446893428,24.153910478866308,120.70436297700992,157.53,312.19,271.41,22.19,18.93,17.91,101.92,86.94,82.23,2025-10-09T17:34:05.512765,24.17233886348755,120.70733446893428
24.172366,120.7074075,139.6,38.466,73.05,4.45,10,0.89,14,24.17233517,120.707308,135.2,38.503,72.05,4.95,9,0.99,14,24.172328,120.70733817,123.5,38.373,73.23,4.95,10,0.99,14,24.172344915827026,120.70735622549284,24.153910560959293,120.70436314368006,160.35,247.51,246.09,15.57,17.71,20.07,71.5,81.31,92.16,2025-10-09T17:34:05.718762,24.172344915827022,120.70735622549284
24.17237183,120.70742783,139.8,38.41,73.12,4.45,10,0.89,14,24.1723515,120.70736817,135.2,38.188,73.53,4.95,9,0.99,14,24.17234017,120.70737833,123.5,38.392,73.14,4.95,10,0.99,14,24.17235584957081,120.70739459107745,24.153910643052278,120.70436331035017,218.0,270.01,234.84,16.27,18.49,15.99,74.72,84.92,73.44,2025-10-09T17:34:05.924253,24.17235584957081,120.70739459107743
24.1723775,120.707448,139.9,38.281,73.32,4.45,10,0.89,14,24.1723515,120.70736817,135.0,38.188,73.53,4.95,9,0.99,14,24.172346,120.7073985,123.4,38.448,73.21,4.95,9,0.99,14,24.172360152914028,120.70740898263254,24.153910725145263,120.7043634770203,219.41,14.07,233.44,21.2,22.62,16.61,97.33,103.88,76.29,2025-10-09T17:34:06.132602,24.172360152914028,120.70740898263254
24.172383,120.70746833,140.0,38.392,73.43,4.45,10,0.89,14,24.172357,120.70738817,135.0,38.429,73.33,4.95,9,0.99,14,24.17235183,120.7074185,123.4,38.299,73.67,4.95,9,0.99,14,24.17236575247121,120.7074291135182,24.153910807238248,120.70436364369041,233.47,50.63,236.26,12.79,18.55,25.09,58.74,85.16,115.23,2025-10-09T17:34:06.342126,24.172365752471215,120.70742911351819
24.1723885,120.70748883,140.1,38.651,73.77,4.45,10,0.89,14,24.17236233,120.70740817,135.0,38.448,73.31,4.95,9,0.99,14,24.17235783,120.70743883,123.3,38.577,73.53,4.95,9,0.99,14,24.172371352028406,120.70744941138692,24.153910889331232,120.70436381036053,195.5,23.91,234.85,14.98,15.97,18.56,68.78,73.34,85.24,2025-10-09T17:34:06.550247,24.172371352028406,120.70744941138692
24.172394,120.70750933,140.2,38.614,73.77,4.45,10,0.89,14,24.17236783,120.70742817,135.1,38.373,73.31,4.95,9,0.99,14,24.17236367,120.707459,123.3,38.522,73.97,4.95,9,0.99,14,24.17237695460248,120.70746966098548,24.153910971424214,120.70436397703067,109.72,19.69,210.94,16.11,20.01,24.07,73.99,91.88,110.52,2025-10-09T17:34:06.757077,24.17237695460248,120.70746966098548
24.17239967,120.70752967,140.3,38.725,73.77,4.45,10,0.89,14,24.17237317,120.70744817,135.1,38.503,73.52,4.95,9,0.99,14,24.17236933,120.7074795,123.2,38.762,73.92,4.95,9,0.99,14,24.172382522028407,120.70748994668158,24.1539110535172,120.70436414370079,184.25,333.29,194.06,23.29,20.08,18.93,106.96,92.19,86.91,2025-10-09T17:34:06.962787,24.172382522028407,120.70748994668158
24.17240517,120.70755017,140.4,38.67,73.75,4.45,10,0.89,14,24.17238367,120.707489,135.1,38.818,73.8,4.95,9,0.99,14,24.17237517,120.70749983,123.2,38.818,74.0,4.95,9,0.99,14,24.172389633044737,120.70751652872076,24.153911135610183,120.7043643103709,140.66,271.41,181.41,21.78,18.82,22.88,100.02,86.44,105.05,2025-10-09T17:34:07.166356,24.172389633044737,120.70751652872076
24.17241067,120.70757083,140.5,38.929,74.4,4.45,11,0.89,14,24.172389,120.7075095,135.1,38.911,74.01,4.95,9,0.99,14,24.172381,120.70752033,123.2,38.985,73.63,4.15,10,0.83,14,24.17239362951247,120.70753556365152,24.15391121770317,120.70436447704103,160.35,284.07,160.31,21.2,18.27,21.77,97.35,83.88,99.99,2025-10-09T17:34:07.370298,24.172393629512474,120.70753556365153
24.17241633,120.70759117,140.6,38.966,74.14,4.45,11,0.89,14,24.172389,120.7075095,135.1,38.911,74.01,4.95,9,0.99,14,24.1723865,120.707541,123.1,39.022,74.05,4.15,10,0.83,14,24.17239777762376,120.70755082090884,24.153911299796153,120.70436464371114,191.28,271.41,143.44,21.12,20.47,18.57,96.97,93.98,85.27,2025-10-09T17:34:07.575148,24.172397777623758,120.70755082090882
24.17242183,120.70761183,140.7,39.133,74.33,3.8,11,0.76,14,24.1723995,120.7075505,135.1,39.04,74.14,4.95,9,0.99,14,24.17239217,120.7075615,123.1,39.059,74.28,4.15,10,0.83,14,24.17240663634925,120.70758074583924,24.153911381889138,120.70436481038126,135.03,307.97,125.16,18.76,19.86,20.88,86.17,91.18,95.88,2025-10-09T17:34:07.780517,24.172406636349255,120.70758074583924
24.17242733,120.70763267,140.9,39.374,74.33,4.45,11,0.89,14,24.17240467,120.70757117,135.2,39.299,74.3,4.95,9,0.99,14,24.17239783,120.707582,123.1,39.262,74.1,4.15,10,0.83,14,24.172410101732478,120.70759729427247,24.15391146398212,120.7043649770514,177.22,296.72,113.91,19.05,21.58,21.17,87.45,99.09,97.22,2025-10-09T17:34:07.985989,24.172410101732474,120.70759729427247
24.17243267,120.70765367,141.0,39.448,74.31,4.45,10,0.89,14,24.17240467,120.70757117,135.2,39.299,74.3,4.95,9,0.99,14,24.1724035,120.70760283,123.2,39.299,74.36,4.15,10,0.83,14,24.172413828294918,120.70761202379592,24.153911546075104,120.70436514372152,205.35,312.19,108.28,18.56,16.52,17.8,85.23,75.87,81.74,2025-10-09T17:34:08.191654,24.172413828294918,120.70761202379593
24.172438,120.70767467,141.0,39.485,74.63,4.45,10,0.89,14,24.17241,120.70759217,135.2,39.54,74.37,4.95,9,0.99,14,24.17240917,120.7076235,123.1,39.299,74.5,4.15,10,0.83,14,24.172419292615665,120.70763289342578,24.15391162816809,120.70436531039164,199.72,286.88,102.66,17.78,18.99,20.49,81.67,87.19,94.08,2025-10-09T17:34:08.399089,24.17241929261567,120.70763289342578
24.1724435,120.7076955,141.1,39.633,74.62,4.45,10,0.89,14,24.17242033,120.70763367,135.1,39.485,74.27,4.95,9,0.99,14,24.17241483,120.7076445,123.1,39.559,74.6,4.15,10,0.83,14,24.17242611814165,120.70765919267238,24.153911710261074,120.70436547706176,191.28,331.88,91.41,23.37,17.09,19.86,107.31,78.48,91.17,2025-10-09T17:34:08.605096,24.172426118141654,120.70765919267237
24.17244883,120.70771667,141.2,39.762,74.82,4.45,10,0.89,14,24.17242533,120.707655,135.2,40.133,75.19,4.95,9,0.99,14,24.1724205,120.7076655,123.1,39.929,74.4,4.15,10,0.83,14,24.17243149621719,120.70768033732789,24.15391179235406,120.70436564373188,234.88,330.47,87.19,24.36,21.79,18.77,111.88,100.07,86.21,2025-10-09T17:34:08.811971,24.17243149621719,120.70768033732784
24.17245417,120.70773767,141.4,39.985,74.58,4.45,10,0.89,14,24.17242533,120.707655,135.2,40.133,75.19,4.95,9,0.99,14,24.172426,120.7076865,123.1,39.725,74.94,4.15,10,0.83,14,24.17243550382268,120.70769584899642,24.153911874447044,120.70436581040201,203.94,292.51,85.78,20.7,14.86,23.28,95.03,68.24,106.88,2025-10-09T17:34:09.018713,24.17243550382268,120.70769584899642
24.17245983,120.70775883,141.4,40.022,74.29,4.45,10,0.89,14,24.17243067,120.707676,135.2,39.966,74.66,4.95,9,0.99,14,24.17243167,120.70770767,123.1,40.022,74.76,4.15,10,0.83,14,24.17244108414157,120.7077169711312,24.153911956540025,120.70436597707213,135.03,326.26,85.78,19.37,19.53,14.6,88.95,89.7,67.04,2025-10-09T17:34:09.233443,24.172441084141575,120.70771697113118
24.172465,120.70778017,141.6,40.281,74.94,4.45,10,0.89,14,24.17243583,120.7076975,135.2,40.337,74.95,4.95,9,0.99,14,24.17243717,120.707729,123.1,40.374,74.93,4.15,10,0.83,14,24.17244638189821,120.70773834899644,24.15391203863301,120.70436614374225,208.16,284.07,82.97,14.82,17.47,14.89,68.05,80.24,68.37,2025-10-09T17:34:09.441224,24.17244638189822,120.70773834899641
24.17247033,120.70780133,141.7,40.225,75.03,4.45,10,0.89,14,24.17244117,120.7077185,135.2,40.133,74.54,4.95,9,0.99,14,24.17244267,120.70775017,123.2,40.17,74.86,4.15,10,0.83,14,24.17245178167208,120.70775947113118,24.153912120725995,120.70436631041237,279.88,271.41,85.78,24.03,23.48,16.95,110.34,107.84,77.83,2025-10-09T17:34:09.645438,24.17245178167208,120.70775947113118
24.1724755,120.70782283,141.8,40.466,75.37,4.45,10,0.89,14,24.17245117,120.7077615,135.2,40.522,75.17,4.95,9,0.99,14,24.17244817,120.70777183,123.2,40.559,75.23,4.95,9,0.99,14,24.172459914774585,120.70778894133625,24.15391220281898,120.70436647708249,331.91,167.35,80.16,18.6,21.43,19.73,85.43,98.41,90.61,2025-10-09T17:34:09.848705,24.172459914774585,120.70778894133623
24.17248083,120.7078445,141.8,40.818,75.04,4.45,10,0.89,14,24.17245633,120.707783,135.2,40.651,74.88,4.95,9,0.99,14,24.1724535,120.70779317,123.2,40.688,75.31,4.95,9,0.99,14,24.17246519348755,120.70781046049198,24.153912284911964,120.7043666437526,56.28,119.54,78.75,18.03,21.64,18.48,82.79,99.35,84.88,2025-10-09T17:34:10.057909,24.17246519348755,120.70781046049198
24.17248617,120.70786617,141.9,40.855,75.42,4.45,10,0.89,14,24.1724615,120.7078045,135.2,40.707,75.02,4.95,9,0.99,14,24.17245883,120.70781483,123.2,40.892,75.71,4.95,9,0.99,14,24.17247047918363,120.70783207618808,24.15391236700495,120.70436681042274,47.85,111.1,75.94,21.19,20.05,18.85,97.31,92.07,86.56,2025-10-09T17:34:10.268870,24.17247047918363,120.70783207618808
24.17249117,120.707888,142.0,41.04,75.9,4.45,10,0.89,14,24.17246667,120.70782633,135.2,40.948,75.35,4.95,9,0.99,14,24.17246417,120.70783667,123.2,41.133,75.62,4.95,9,0.99,14,24.172475633044737,120.70785390920496,24.15391244909793,120.70436697709286,50.66,98.45,73.12,20.49,19.35,17.71,94.06,88.87,81.33,2025-10-09T17:34:10.484754,24.172475633044737,120.70785390920497
24.17249633,120.70791,142.2,41.355,75.67,4.45,10,0.89,14,24.17247183,120.70784817,135.2,41.188,75.43,4.95,9,0.99,14,24.172475,120.7078805,123.2,41.392,75.84,4.95,9,0.99,14,24.172482503618262,120.70788244679372,24.153912531190915,120.70436714376298,92.85,18.29,61.88,14.26,18.96,19.06,65.5,87.06,87.52,2025-10-09T17:34:10.703677,24.172482503618262,120.70788244679372
24.17250617,120.70795417,142.3,41.54,76.28,4.45,10,0.89,14,24.1724765,120.7078705,135.2,41.485,76.06,4.95,9,0.99,14,24.1724805,120.70790267,123.3,41.744,75.91,4.95,9,0.99,14,24.172489474561083,120.707913390772,24.1539126132839,120.7043673104331,101.28,338.92,52.03,20.44,25.92,20.52,93.87,119.02,94.22,2025-10-09T17:34:10.913272,24.172489474561083,120.70791339077199
24.17251133,120.7079765,142.4,41.837,76.15,4.45,10,0.89,14,24.1724815,120.70789267,135.2,41.577,75.84,4.95,9,0.99,14,24.17248567,120.707925,123.3,41.781,76.56,4.95,9,0.99,14,24.172494589307817,120.70793567250185,24.153912695376885,120.70436747710322,327.69,156.1,40.78,19.13,17.82,21.91,87.82,81.83,100.61,2025-10-09T17:34:11.117998,24.172494589307817,120.70793567250183
24.17251633,120.70799883,142.5,42.096,76.34,4.45,10,0.89,14,24.1724865,120.70791467,135.2,41.485,75.66,4.95,9,0.99,14,24.172491,120.70794717,123.2,42.059,76.3,4.95,9,0.99,14,24.17249968886501,120.7079578546745,24.15391277746987,120.70436764377335,236.28,28.14,35.15,22.36,19.89,18.52,102.69,91.34,85.06,2025-10-09T17:34:11.322334,24.172499688865006,120.7079578546745
24.17252133,120.7080215,142.6,42.263,76.94,4.45,10,0.89,14,24.17249617,120.70795983,135.2,42.133,76.4,4.95,9,0.99,14,24.17249617,120.70796983,123.3,42.429,76.81,4.95,9,0.99,14,24.17250614903711,120.7079873066309,24.153912859562855,120.70436781044347,219.41,158.93,21.08,19.15,18.1,20.31,87.92,83.11,93.28,2025-10-09T17:34:11.526628,24.17250614903711,120.7079873066309
24.1725265,120.708044,142.7,42.615,76.25,4.45,10,0.89,14,24.17249617,120.70795983,135.2,42.133,76.4,4.95,9,0.99,14,24.17250117,120.70799233,123.3,42.466,76.81,4.95,9,0.99,14,24.172509708020776,120.70800301864072,24.153912941655836,120.70436797711359,112.53,2.84,15.46,21.57,20.06,20.62,99.04,92.09,94.7,2025-10-09T17:34:11.730531,24.172509708020776,120.70800301864072
24.17253133,120.70806667,142.7,42.652,76.87,4.45,10,0.89,14,24.17250567,120.7080055,135.2,42.652,76.34,4.95,9,0.99,14,24.17250617,120.708015,123.3,42.689,77.11,4.95,10,0.99,14,24.17251581630668,120.70803230125092,24.15391302374882,120.70436814378371,234.88,227.84,15.45,22.67,20.49,17.65,104.1,94.11,81.04,2025-10-09T17:34:11.933275,24.172515816306678,120.70803230125092
24.1725365,120.7080895,142.8,42.966,76.51,4.45,10,0.89,14,24.17251117,120.70802817,135.2,42.763,75.58,4.95,9,0.99,14,24.172511,120.70803783,123.4,42.892,76.85,4.95,10,0.99,14,24.17252097705339,120.70805508387406,24.153913105841806,120.70436831045383,77.38,90.03,28.11,17.71,17.47,21.83,81.34,80.21,100.24,2025-10-09T17:34:12.138030,24.17252097705339,120.70805508387406
24.17254117,120.7081125,142.8,43.078,77.32,4.45,10,0.89,14,24.17251617,120.708051,135.2,42.818,75.68,4.95,9,0.99,14,24.172516,120.70806083,123.4,43.318,76.73,4.95,10,0.99,14,24.172525848590016,120.70807803353615,24.15391318793479,120.70436847712395,116.75,71.75,66.08,21.89,21.24,17.89,100.5,97.55,82.13,2025-10-09T17:34:12.342017,24.172525848590016,120.70807803353617
24.17254583,120.70813567,143.0,43.096,77.47,4.45,10,0.89,14,24.17251617,120.708051,135.1,42.818,75.68,4.95,9,0.99,14,24.17252117,120.70808383,123.5,43.17,76.7,4.95,10,0.99,14,24.172529289191655,120.70809428929395,24.153913270027775,120.70436864379408,126.6,81.6,94.2,20.31,21.04,20.5,93.27,96.61,94.14,2025-10-09T17:34:12.546342,24.172529289191658,120.70809428929395
24.17255083,120.70815867,143.1,43.559,77.09,4.45,10,0.89,14,24.1725255,120.70809733,135.1,43.244,76.69,4.95,9,0.99,14,24.17252617,120.70810683,123.5,43.3,77.06,4.95,10,0.99,14,24.17253557132731,120.70812419742902,24.15391335212076,120.7043688104642,261.6,187.06,136.39,18.72,18.67,15.49,85.95,85.74,71.13,2025-10-09T17:34:12.750305,24.17253557132731,120.70812419742902
24.17255583,120.70818167,143.2,43.448,76.75,4.45,10,0.89,14,24.17253067,120.7081205,135.1,43.411,76.2,4.95,9,0.99,14,24.17253133,120.70813,123.5,43.411,77.12,4.95,10,0.99,14,24.17254067200309,120.7081473012509,24.15391343421374,120.70436897713432,95.66,247.53,163.11,20.52,20.13,19.66,94.22,92.43,90.27,2025-10-09T17:34:12.972153,24.17254067200309,120.7081473012509
24.1725605,120.708205,143.4,43.429,77.34,4.45,10,0.89,14,24.17253067,120.7081205,135.1,43.411,76.2,4.95,9,0.99,14,24.1725365,120.708153,123.6,43.133,76.84,4.95,10,0.99,14,24.17254411649756,120.70816361929396,24.153913516306726,120.70436914380444,333.31,19.71,192.65,17.7,21.88,17.18,81.28,100.45,78.88,2025-10-09T17:34:13.178599,24.172544116497562,120.70816361929397
24.17256567,120.70822817,143.4,43.726,76.64,4.45,10,0.89,14,24.1725405,120.70816683,135.1,43.578,75.99,4.95,9,0.99,14,24.1725415,120.70817617,123.7,43.578,77.16,4.95,10,0.99,14,24.17255061286393,120.7081936470911,24.15391359839971,120.70436931047456,109.72,198.3,241.86,19.94,18.12,19.23,91.58,83.22,88.32,2025-10-09T17:34:13.384196,24.17255061286393,120.7081936470911
24.1725705,120.7082515,143.5,43.726,77.07,4.45,10,0.89,14,24.17254517,120.70819,135.1,43.448,76.39,4.95,9,0.99,14,24.1725465,120.70819933,123.8,43.8,77.32,4.95,10,0.99,14,24.172555448971103,120.7082168762303,24.153913680492696,120.7043694771447,267.22,261.58,262.96,15.27,21.44,20.73,70.14,98.44,95.19,2025-10-09T17:34:13.589239,24.172555448971103,120.7082168762303
24.1725755,120.70827483,143.6,43.837,76.93,4.45,10,0.89,14,24.17254517,120.70819,135.1,43.448,76.39,4.95,9,0.99,14,24.17255167,120.70822267,123.9,43.911,76.95,4.95,10,0.99,14,24.17255902192895,120.70823330124136,24.15391376258568,120.70436964381481,90.03,70.33,282.65,20.7,19.57,20.51,95.06,89.87,94.17,2025-10-09T17:34:13.795114,24.17255902192895,120.70823330124135
24.1725805,120.70829817,143.6,43.948,76.42,4.45,10,0.89,14,24.17255017,120.708213,135.1,43.3,76.28,4.95,9,0.99,14,24.17255667,120.708246,123.9,43.985,77.03,4.95,10,0.99,14,24.172564021928952,120.70825653741944,24.153913844678666,120.70436981048493,345.97,163.14,272.81,17.47,18.84,20.29,80.24,86.51,93.15,2025-10-09T17:34:14.005237,24.172564021928952,120.70825653741944
24.17258567,120.7083215,143.8,44.096,76.49,4.45,10,0.89,14,24.17255883,120.7082605,135.1,44.004,77.36,4.95,9,0.99,14,24.17256183,120.70826917,124.1,43.929,77.31,4.95,10,0.99,14,24.17257022219009,120.70828697394498,24.153913926771647,120.70436997715505,247.53,194.07,257.34,18.03,20.81,16.46,82.81,95.57,75.56,2025-10-09T17:34:14.213622,24.17257022219009,120.70828697394498
24.1725905,120.70834517,143.8,44.355,76.97,4.45,10,0.89,14,24.1725635,120.70828433,135.1,44.263,77.16,4.95,9,0.99,14,24.17256717,120.70829283,124.1,44.541,76.96,4.95,10,0.99,14,24.17257516526528,120.7083106881757,24.153914008864632,120.70437014382517,188.47,174.39,240.46,20.01,19.63,23.11,91.9,90.12,106.1,2025-10-09T17:34:14.420880,24.17257516526528,120.7083106881757
24.1725955,120.70836883,143.8,44.263,77.08,4.45,10,0.89,14,24.1725635,120.70828433,135.1,44.263,77.16,4.95,9,0.99,14,24.172572,120.7083165,124.2,44.337,77.32,4.95,10,0.99,14,24.17257863125512,120.70832734547206,24.153914090957617,120.70437031049529,111.13,199.7,232.03,23.91,20.96,17.02,109.77,96.25,78.17,2025-10-09T17:34:14.626631,24.172578631255117,120.70832734547206
24.1726005,120.70839267,143.9,44.504,77.11,4.45,10,0.89,14,24.17256817,120.708308,135.1,43.911,77.49,4.95,9,0.99,14,24.172577,120.70834,124.2,44.429,77.39,4.95,10,0.99,14,24.172583533540383,120.70835102816616,24.1539141730506,120.70437047716543,99.88,282.67,229.21,18.3,20.6,20.21,84.03,94.59,92.79,2025-10-09T17:34:14.834373,24.172583533540386,120.70835102816616
24.17260517,120.70841667,143.9,44.541,77.51,4.45,10,0.89,14,24.17257267,120.70833117,135.0,43.67,77.59,4.95,9,0.99,14,24.17258217,120.70836367,124.3,44.559,77.09,4.95,10,0.99,14,24.1725883105084,120.7083746785769,24.153914255143587,120.70437064383555,8.47,244.7,217.96,23.65,17.54,16.86,108.59,80.55,77.44,2025-10-09T17:34:15.042584,24.172588310508402,120.7083746785769
24.1726105,120.7084405,144.0,44.707,76.9,4.45,10,0.89,14,24.1725775,120.7083545,135.0,43.689,77.24,4.95,9,0.99,14,24.17258733,120.70838733,124.3,44.615,77.09,4.95,10,0.99,14,24.172593438971777,120.7083983070403,24.15391433723657,120.70437081050567,336.13,303.76,216.56,20.87,19.64,21.0,95.83,90.2,96.45,2025-10-09T17:34:15.251964,24.172593438971777,120.7083983070403
24.17261567,120.7084645,144.0,44.855,76.69,4.45,10,0.89,14,24.1725875,120.70840233,135.0,44.504,76.43,4.95,9,0.99,14,24.17259283,120.70841133,124.3,44.874,76.68,4.95,10,0.99,14,24.172600142981945,120.70842936322796,24.153914419329553,120.70437097717578,241.91,316.41,222.18,19.12,17.99,20.58,87.8,82.63,94.51,2025-10-09T17:34:15.473779,24.172600142981942,120.70842936322795
24.17262567,120.7085125,144.1,44.892,77.47,4.45,9,0.89,14,24.172592,120.7084265,135.1,44.67,77.02,4.95,9,0.99,14,24.17260317,120.70845917,124.4,44.855,77.3,4.95,10,0.99,14,24.172608221825477,120.70846926670325,24.153914501422538,120.7043711438459,205.35,68.91,209.53,18.75,14.69,18.23,86.11,67.47,83.7,2025-10-09T17:34:15.681032,24.172608221825474,120.70846926670325
24.17263067,120.70853667,144.2,45.004,77.16,4.45,9,0.89,14,24.17259717,120.70845033,135.1,44.763,76.53,4.95,9,0.99,14,24.17260833,120.708483,124.4,45.004,76.97,4.95,10,0.99,14,24.17261332486066,120.7084932241932,24.153914583515522,120.70437131051604,104.1,82.97,212.34,19.15,24.85,20.64,87.95,114.11,94.79,2025-10-09T17:34:15.886184,24.17261332486066,120.70849322419319
24.17263567,120.70856083,144.2,45.337,77.21,4.45,9,0.89,14,24.172602,120.7084745,135.1,44.985,76.68,4.95,9,0.99,14,24.17260833,120.708483,124.5,45.004,76.97,4.95,10,0.99,14,24.172616663418363,120.70850960806747,24.153914665608507,120.70437147718616,74.56,67.51,208.12,19.96,19.21,22.57,91.65,88.21,103.64,2025-10-09T17:34:16.091122,24.172616663418363,120.70850960806747
24.1726405,120.70858483,144.3,45.281,77.24,4.45,9,0.89,14,24.17260633,120.708499,135.2,45.244,77.47,4.95,9,0.99,14,24.1726185,120.7085315,124.4,45.43,76.85,4.95,10,0.99,14,24.17262306129562,120.70854164822086,24.153914747701492,120.70437164385628,132.22,125.16,203.91,20.19,20.57,19.52,92.71,94.44,89.62,2025-10-09T17:34:16.297536,24.17262306129562,120.70854164822086
24.17264567,120.70860933,144.4,45.633,77.09,4.45,9,0.89,14,24.17261083,120.7085235,135.2,45.504,77.93,4.95,9,0.99,14,24.1726235,120.70855583,124.5,45.652,77.68,4.95,10,0.99,14,24.17262797351827,120.70856609348336,24.153914829794477,120.7043718105264,184.25,135.01,192.66,20.91,21.44,18.52,96.02,98.44,85.06,2025-10-09T17:34:16.501758,24.17262797351827,120.70856609348337
24.17265083,120.70863367,144.4,45.689,77.07,4.45,9,0.89,14,24.17261567,120.70854817,135.2,45.652,77.22,4.95,9,0.99,14,24.172629,120.70858017,124.5,45.689,77.02,4.95,10,0.99,14,24.17263314601886,120.7085905334881,24.15391491188746,120.70437197719652,144.88,140.63,181.41,20.2,18.89,19.55,92.74,86.76,89.79,2025-10-09T17:34:16.706473,24.17263314601886,120.7085905334881
24.17265567,120.708658,144.5,45.559,77.69,4.45,9,0.89,14,24.1726205,120.70857267,135.1,45.856,77.24,4.95,9,0.99,14,24.17263417,120.70860467,124.5,45.8,77.07,4.95,10,0.99,14,24.17263808924344,120.70861496974314,24.153914993980443,120.70437214386664,151.91,198.29,170.16,17.62,19.9,22.8,80.89,91.37,104.71,2025-10-09T17:34:16.912354,24.172638089243442,120.70861496974314
24.17266033,120.70868267,144.5,45.856,77.81,4.45,9,0.89,14,24.17262533,120.70859717,135.2,45.763,77.33,4.95,9,0.99,14,24.17263933,120.70862917,124.6,46.041,77.55,4.15,11,0.83,14,24.172642452610692,120.70863808060992,24.153915076073428,120.70437231053677,33.78,326.26,160.31,21.56,20.39,21.04,98.99,93.63,96.6,2025-10-09T17:34:17.121714,24.1726424526107,120.70863808060996
24.17266533,120.70870733,144.6,46.004,77.72,3.8,10,0.76,14,24.17263017,120.708622,135.2,45.93,77.37,4.95,9,0.99,14,24.1726445,120.70865367,124.7,45.948,77.57,4.15,11,0.83,14,24.172649774157435,120.7086684479202,24.153915158166413,120.70437247720689,73.16,208.12,140.63,18.77,16.23,16.54,86.21,74.52,75.96,2025-10-09T17:34:17.329456,24.172649774157428,120.70866844792019
24.172671,120.70873217,144.6,46.374,76.48,3.8,10,0.76,14,24.1726405,120.70867117,135.2,45.874,76.69,4.95,9,0.99,14,24.1726495,120.70867833,124.7,46.189,77.79,4.95,10,0.99,14,24.172657199689272,120.70870158974029,24.153915240259398,120.70437264387701,293.94,237.65,126.57,20.8,15.56,15.64,95.51,71.46,71.81,2025-10-09T17:34:17.533153,24.172657199689272,120.70870158974027
24.17267633,120.70875683,144.6,46.596,76.74,3.8,10,0.76,14,24.17264517,120.70869567,135.1,45.763,77.27,4.95,9,0.99,14,24.17265467,120.708703,124.8,46.207,77.44,4.95,10,0.99,14,24.17266231496388,120.70872621109616,24.153915322352383,120.70437281054713,264.41,234.84,120.94,20.81,18.63,24.09,95.54,85.54,110.62,2025-10-09T17:34:17.737009,24.172662314963876,120.70872621109616
24.1726815,120.70878183,144.7,46.615,77.31,3.8,10,0.76,14,24.17265017,120.7087205,135.1,46.059,77.2,4.95,9,0.99,14,24.17265983,120.70872783,124.8,46.522,77.58,4.95,10,0.99,14,24.17266743823523,120.70875112038765,24.153915404445364,120.70437297721725,253.16,233.43,106.88,22.89,22.99,23.23,105.13,105.56,106.68,2025-10-09T17:34:17.941601,24.17266743823523,120.70875112038763
24.172687,120.70880683,144.7,46.689,76.67,4.45,10,0.89,14,24.17265017,120.7087205,135.1,46.059,77.2,4.95,9,0.99,14,24.17266533,120.7087525,124.9,46.467,77.01,4.15,11,0.83,14,24.17266873442482,120.70876257004912,24.15391548653835,120.70437314388738,293.94,179.99,97.04,16.45,15.71,17.0,75.53,72.16,78.05,2025-10-09T17:34:18.146711,24.17266873442483,120.70876257004916
24.17269233,120.70883167,144.8,46.726,77.28,4.45,10,0.89,14,24.17265567,120.70874483,135.1,45.967,76.31,4.95,9,0.99,14,24.17267067,120.70877733,124.9,46.467,77.37,4.15,11,0.83,14,24.17267411193313,120.70878727570022,24.153915568631334,120.7043733105575,75.97,125.16,77.35,19.77,20.29,18.91,90.77,93.19,86.84,2025-10-09T17:34:18.354888,24.172674111933134,120.70878727570023
24.172698,120.7088565,144.8,46.8,76.96,3.8,10,0.76,14,24.17266067,120.70876967,135.1,46.078,76.68,4.95,9,0.99,14,24.1726765,120.70880233,124.9,47.226,76.6,4.15,11,0.83,14,24.172681707833057,120.70881709190547,24.15391565072432,120.70437347722762,126.6,78.75,67.51,20.2,18.09,18.71,92.76,83.08,85.9,2025-10-09T17:34:18.559653,24.172681707833053,120.70881709190544
24.1727035,120.7088815,144.7,46.967,77.02,3.8,10,0.76,14,24.17266633,120.708794,135.0,46.096,76.43,4.15,10,0.83,14,24.17268217,120.70882717,124.9,47.059,76.64,4.15,11,0.83,14,24.172685122517155,120.70883689747666,24.153915732817303,120.70437364389774,150.5,50.62,60.47,21.04,22.02,16.22,96.63,101.09,74.49,2025-10-09T17:34:18.762414,24.17268512251716,120.70883689747666
24.1727095,120.7089065,144.8,47.152,76.56,3.8,10,0.76,14,24.17267083,120.70881883,135.0,46.189,77.4,4.15,10,0.83,14,24.17268767,120.70885217,124.9,47.022,76.83,4.15,11,0.83,14,24.172690498374184,120.70886184519338,24.153915814910288,120.70437381056786,181.44,22.5,50.63,18.37,21.51,19.96,84.37,98.77,91.63,2025-10-09T17:34:18.975228,24.172690498374184,120.70886184519337
