A_Lat,A_Lon,A_Alt,A_Spd,A_Crs,A_R,A_Sat,A_HDOP,A_NSatView,B_Lat,B_Lon,B_Alt,B_Spd,B_Crs,B_R,B_Sat,B_HDOP,B_NSatView,C_Lat,C_Lon,C_Alt,C_Spd,C_Crs,C_R,C_Sat,C_HDOP,C_NSatView,Fused_Lat,Fused_Lon,Corrected_Lat,Corrected_Lon,Roll,Pitch,Yaw,Ax,Ay,Az,Gx,Gy,Gz,Timestamp,Fused_Lat_Calc,Fused_Lon_Calc
24.15365617,120.70381017,113.8,0.5,0.0,5.45,9,1.09,0,24.1536335,120.70389667,147.4,0.185,0.0,6.949999999999999,7,1.39,0,24.153761,120.7039005,120.4,0.333,0.0,6.949999999999999,7,1.39,0,24.153676253888275,120.70385339582722,24.153676253888275,120.70385339582724,158.94,284.05,298.08,19.14,22.35,19.36,87.89,102.63,88.9,2025-10-09T17:23:42.920329,24.153676253888275,120.70385339582722
24.15365633,120.70381033,113.7,0.37,0.0,5.45,9,1.09,0,24.1536335,120.70389667,147.9,0.185,0.0,6.949999999999999,8,1.39,0,24.153761,120.70390067,120.0,0.315,0.0,6.949999999999999,8,1.39,0,24.15367770101342,120.70385646673816,24.15367657561169,120.70385407854909,146.28,281.24,302.3,19.31,21.17,21.23,88.68,97.22,97.48,2025-10-09T17:23:43.125712,24.15367770101342,120.70385646673816
24.1536565,120.70381,113.7,0.074,0.0,5.45,9,1.09,0,24.15363333,120.70389683,147.9,0.167,0.0,6.949999999999999,8,1.39,14,24.153761,120.70390083,120.0,0.241,0.0,6.949999999999999,8,1.39,0,24.15366947830369,120.70386391369892,24.153675282938046,120.70385587039824,149.1,282.65,300.89,19.53,23.82,20.67,89.68,109.37,94.93,2025-10-09T17:23:43.327950,24.15366947830369,120.70386391369891
24.15365667,120.7038095,113.7,0.685,0.0,5.45,9,1.09,0,24.15363317,120.70389717,147.9,0.204,0.0,6.949999999999999,8,1.39,14,24.15376117,120.70390017,119.9,0.13,0.0,6.949999999999999,8,1.39,0,24.15366951678029,120.70386371447564,24.153674390618878,120.70385708484321,144.88,278.43,293.86,14.04,21.07,22.23,64.47,96.76,102.09,2025-10-09T17:23:43.530368,24.15366951678029,120.70386371447564
24.15365717,120.70380933,113.7,0.111,0.0,5.45,9,1.09,0,24.153633,120.70389717,147.9,0.074,0.0,6.949999999999999,8,1.39,14,24.15376133,120.7039,120.0,0.111,0.0,5.05,8,1.01,0,24.153684313516315,120.70386942301228,24.15367438723487,120.70385709011532,150.5,281.24,284.02,17.37,21.05,22.33,79.75,96.68,102.55,2025-10-09T17:23:43.733264,24.153684313516315,120.70386942301228
24.1536575,120.70380967,113.6,0.13,0.0,5.45,9,1.09,0,24.15363283,120.70389767,147.9,0.222,0.0,6.949999999999999,8,1.39,14,24.15376133,120.7039,119.9,0.167,0.0,6.949999999999999,8,1.39,0,24.15366973805281,120.70386394372764,24.153673755164444,120.70385802212991,171.6,289.68,222.14,21.32,21.95,20.39,97.89,100.78,93.64,2025-10-09T17:23:43.936133,24.153669738052812,120.70386394372763
24.1536575,120.70380967,113.4,0.13,0.0,5.45,9,1.09,0,24.15363283,120.70389767,147.9,0.222,0.0,6.949999999999999,8,1.39,14,24.15376167,120.7038995,119.9,0.278,0.0,6.949999999999999,8,1.39,0,24.153669810324256,120.7038638374461,24.153673275752226,120.7038587291084,174.41,303.74,143.39,14.87,18.24,21.04,68.27,83.77,96.6,2025-10-09T17:23:44.138553,24.153669810324256,120.7038638374461
24.15365767,120.70381,113.4,0.093,0.0,5.45,9,1.09,0,24.15363267,120.70389767,147.9,0.278,0.0,6.949999999999999,8,1.39,14,24.15376167,120.70389933,119.8,0.556,0.0,6.949999999999999,7,1.39,0,24.1536673053605,120.70386296336574,24.153672620778572,120.7038591996752,175.81,296.71,66.05,15.23,20.81,20.88,69.95,95.57,95.89,2025-10-09T17:23:44.341128,24.1536673053605,120.70386296336574
24.15365767,120.70381,113.3,0.241,0.0,5.45,9,1.09,0,24.15363267,120.70389733,148.0,0.148,0.0,6.949999999999999,8,1.39,14,24.15376183,120.70389867,119.9,0.407,0.0,6.949999999999999,7,1.39,0,24.153667335931612,120.70386269805212,24.1536720855463,120.70385956063379,174.41,302.33,40.74,20.51,20.22,24.02,94.16,92.83,110.28,2025-10-09T17:23:44.543576,24.153667335931615,120.70386269805212
24.15365783,120.70381033,113.4,0.296,0.0,5.45,9,1.09,0,24.1536325,120.7038975,148.0,0.315,0.0,6.949999999999999,8,1.39,14,24.15376167,120.70389833,120.0,0.185,0.0,6.949999999999999,7,1.39,0,24.153667299675973,120.70386283452603,24.15367163189397,120.70385987733191,165.97,291.08,32.3,19.06,19.11,21.44,87.5,87.75,98.45,2025-10-09T17:23:44.746107,24.153667299675973,120.70386283452605
24.15365783,120.7038105,113.4,0.019,0.0,5.45,9,1.09,0,24.1536325,120.70389717,148.0,0.167,0.0,6.949999999999999,8,1.39,14,24.15376167,120.70389783,120.0,0.426,0.0,6.949999999999999,7,1.39,0,24.153667299675973,120.7038626717922,24.153671242502057,120.70386013565604,175.81,310.77,317.77,13.72,20.94,21.17,63.02,96.15,97.22,2025-10-09T17:23:44.948728,24.153667299675973,120.70386267179221
24.15365783,120.70381083,113.3,0.074,0.0,5.45,9,1.09,0,24.1536325,120.703897,148.0,0.222,0.0,6.949999999999999,8,1.39,14,24.15376183,120.703898,119.9,0.13,0.0,6.949999999999999,7,1.39,0,24.153667330247085,120.7038627665038,24.15367090492495,120.70386036921931,180.03,306.55,272.77,20.1,22.38,19.86,92.28,102.77,91.19,2025-10-09T17:23:45.152196,24.153667330247085,120.70386276650379
24.15365783,120.703812,113.3,0.389,0.0,5.45,9,1.09,0,24.15363233,120.703897,148.0,0.111,0.0,6.949999999999999,8,1.39,14,24.15376167,120.7038985,119.9,0.167,0.0,6.949999999999999,7,1.39,0,24.15366723007209,120.7038633294488,24.15367059805528,120.70386061945733,181.44,299.52,212.3,21.05,19.68,20.41,96.66,90.35,93.74,2025-10-09T17:23:45.354545,24.15366723007209,120.7038633294488
24.15365817,120.70381267,113.3,0.185,0.0,5.45,9,1.09,0,24.15363233,120.70389717,148.0,0.13,0.0,6.949999999999999,8,1.39,14,24.1537615,120.70389867,119.7,0.093,0.0,6.949999999999999,7,1.39,0,24.15366733341891,120.70386369919676,24.153670330044907,120.703860871171,177.22,312.18,168.71,16.78,18.4,18.73,77.06,84.48,85.99,2025-10-09T17:23:45.557226,24.15366733341891,120.70386369919676
24.15365817,120.70381383,113.2,0.315,0.0,5.45,9,1.09,0,24.153632,120.7038975,148.0,0.278,0.0,6.949999999999999,8,1.39,14,24.15376133,120.703899,119.7,0.463,0.0,6.949999999999999,7,1.39,0,24.15366716582368,120.70386436077838,24.153670074922974,120.70386114603023,160.35,296.71,167.3,16.49,18.56,24.83,75.73,85.25,114.02,2025-10-09T17:23:45.760078,24.15366716582368,120.70386436077838
24.1536585,120.70381417,113.0,0.037,0.0,5.45,10,1.09,0,24.15363183,120.7038975,148.1,0.148,0.0,6.949999999999999,8,1.39,14,24.153761,120.7038995,119.7,0.278,0.0,6.949999999999999,7,1.39,0,24.153666796722007,120.70386244910756,24.153669816052016,120.70386126871637,177.22,295.3,163.08,16.76,20.06,20.89,76.95,92.11,95.9,2025-10-09T17:23:45.962197,24.153666796722007,120.70386244910755
24.15365883,120.70381467,112.9,0.037,0.0,5.45,9,1.09,0,24.15363167,120.70389767,148.1,0.167,0.0,6.949999999999999,8,1.39,14,24.15376083,120.70389933,119.7,0.296,0.0,6.949999999999999,7,1.39,0,24.15366719884286,120.7038648290118,24.15366960314363,120.70386153854216,178.63,293.9,161.67,16.05,17.39,20.99,73.71,79.84,96.4,2025-10-09T17:23:46.165459,24.15366719884286,120.70386482901179
24.15365917,120.70381533,112.8,0.056,0.0,5.45,9,1.09,0,24.1536315,120.70389817,148.1,0.278,0.0,6.949999999999999,8,1.39,14,24.15376083,120.70389883,119.7,0.407,0.0,6.949999999999999,7,1.39,0,24.153667265067604,120.70386520186167,24.15366940912196,120.70386181356972,174.41,298.11,163.08,13.14,21.72,18.21,60.33,99.72,83.62,2025-10-09T17:23:46.367988,24.153667265067604,120.70386520186167
24.15365933,120.70381583,112.6,0.574,0.0,5.45,9,1.09,0,24.1536315,120.70389817,148.1,0.278,0.0,6.949999999999999,8,1.39,14,24.15376083,120.7038985,119.8,0.278,0.0,6.949999999999999,7,1.39,0,24.153667328986955,120.70386533855672,24.153669231386754,120.7038620797413,168.78,282.65,163.08,15.54,20.13,19.96,71.34,92.43,91.64,2025-10-09T17:23:46.570083,24.153667328986955,120.70386533855671
24.15365967,120.7038165,112.6,0.333,0.0,5.45,9,1.09,0,24.15363133,120.7038985,148.1,0.056,0.0,6.949999999999999,8,1.39,14,24.15376083,120.70389817,119.7,0.444,0.0,6.949999999999999,8,1.39,0,24.15366987780983,120.70386654159697,24.153669221135637,120.70386240448879,168.78,285.46,164.49,15.91,20.28,22.5,73.07,93.12,103.34,2025-10-09T17:23:46.772439,24.15366987780983,120.70386654159697
24.15365967,120.7038165,112.4,0.333,0.0,5.45,9,1.09,0,24.15363117,120.7038985,148.2,0.074,0.0,6.949999999999999,8,1.39,14,24.15376067,120.70389783,119.8,0.204,0.0,6.949999999999999,8,1.39,0,24.15366978003082,120.70386646932552,24.153669205918924,120.70386270733185,165.97,284.05,161.67,15.57,19.83,20.87,71.51,91.07,95.85,2025-10-09T17:23:46.974720,24.15366978003082,120.70386646932552
24.15365967,120.7038165,112.2,0.204,0.0,5.45,9,1.09,0,24.15363067,120.703899,148.3,0.148,0.0,6.949999999999999,8,1.39,14,24.15376067,120.70389733,119.8,0.204,0.0,6.949999999999999,8,1.39,0,24.153669580752947,120.70386656232188,24.15366918009003,120.70386300046063,170.19,282.65,161.67,14.84,18.88,22.5,68.15,86.71,103.32,2025-10-09T17:23:47.179387,24.153669580752947,120.70386656232188
24.15366,120.70381717,112.3,0.296,0.0,5.45,9,1.09,0,24.15363033,120.70389883,148.3,0.241,0.0,6.949999999999999,8,1.39,14,24.153761,120.70389717,119.9,0.259,0.0,6.949999999999999,8,1.39,0,24.153669643720598,120.7038667211077,24.153669159932146,120.70386328903616,175.81,286.86,160.27,18.67,21.92,23.58,85.74,100.63,108.29,2025-10-09T17:23:47.383047,24.153669643720594,120.7038667211077
24.15366017,120.70381717,112.1,0.222,0.0,5.45,9,1.09,0,24.15363017,120.70389883,148.4,0.204,0.0,6.949999999999999,8,1.39,14,24.15376133,120.70389617,119.9,0.167,0.0,6.949999999999999,8,1.39,0,24.15366971620729,120.70386650854462,24.153669145797203,120.7038635518942,165.97,279.83,163.08,17.95,22.1,18.64,82.44,101.49,85.6,2025-10-09T17:23:47.585074,24.153669716207286,120.70386650854462
24.1536605,120.70381817,112.1,0.296,0.0,5.45,9,1.09,0,24.15363,120.70389883,148.4,0.167,0.0,6.949999999999999,8,1.39,14,24.15376117,120.70389517,120.0,0.074,0.0,6.949999999999999,8,1.39,0,24.153669742773516,120.70386668486276,24.15366913478201,120.70386381343818,164.56,282.65,163.08,14.34,20.2,20.02,65.85,92.74,91.95,2025-10-09T17:23:47.787560,24.153669742773513,120.70386668486275
24.15366083,120.70381917,112.0,0.222,0.0,5.45,9,1.09,0,24.15363,120.70389917,148.3,0.148,0.0,6.949999999999999,8,1.39,14,24.15376133,120.70389467,120.0,0.167,0.0,6.949999999999999,8,1.39,0,24.153669905114395,120.70386710297132,24.153669134761678,120.70386408814682,157.53,268.58,165.89,14.31,21.0,18.22,65.72,96.41,83.65,2025-10-09T17:23:47.990308,24.153669905114395,120.70386710297133
24.15366117,120.7038195,111.8,0.111,0.0,5.45,9,1.09,0,24.15363,120.70389933,148.3,0.148,0.0,6.949999999999999,8,1.39,14,24.15376133,120.703894,120.1,0.111,0.0,6.949999999999999,8,1.39,0,24.153670037333995,120.7038671526538,24.15366914360714,120.70386435420731,156.13,284.05,167.3,17.59,21.28,23.74,80.75,97.73,109.03,2025-10-09T17:23:48.193094,24.153670037333995,120.7038671526538
24.1536615,120.70382,111.7,0.019,0.0,5.45,9,1.09,0,24.15362983,120.70389933,148.4,0.259,0.0,6.949999999999999,8,1.39,14,24.15376117,120.70389267,120.2,0.241,0.0,6.949999999999999,8,1.39,0,24.15367006390022,120.7038670643855,24.153669154883193,120.70386460400282,160.35,288.27,167.3,21.15,21.15,17.68,97.13,97.1,81.2,2025-10-09T17:23:48.596994,24.15367006390022,120.7038670643855
24.15366167,120.70382083,111.6,0.241,0.0,5.45,9,1.09,0,24.15362967,120.70389967,148.4,0.259,0.0,6.949999999999999,8,1.39,14,24.15376117,120.703892,120.3,0.13,0.0,6.949999999999999,8,1.39,0,24.153670066241105,120.7038673802486,24.153669167114774,120.70386486163598,154.72,278.43,170.11,18.26,19.78,21.1,83.86,90.82,96.9,2025-10-09T17:23:48.800458,24.153670066241105,120.7038673802486
24.153662,120.703821,111.6,0.204,0.0,5.45,9,1.09,0,24.15362967,120.70389967,148.5,0.259,0.0,6.949999999999999,8,1.39,14,24.15376117,120.703892,120.3,0.13,0.0,6.949999999999999,8,1.39,0,24.15367019457189,120.70386744635842,24.153669187594588,120.7038651123304,158.94,296.71,170.11,17.74,20.2,18.3,81.44,92.77,84.02,2025-10-09T17:23:49.003122,24.15367019457189,120.70386744635842
24.15366217,120.70382167,111.4,0.037,0.0,5.45,9,1.09,0,24.15362933,120.70390017,148.6,0.093,0.0,6.949999999999999,8,1.39,14,24.1537615,120.70389133,120.4,0.333,0.0,6.949999999999999,8,1.39,0,24.153670195318558,120.7038677637694,24.15366920863496,120.70386537085938,154.72,279.83,171.52,18.98,19.3,21.49,87.17,88.64,98.7,2025-10-09T17:23:49.206547,24.153670195318554,120.70386776376941
24.15366317,120.70382283,111.1,0.204,0.0,5.45,9,1.09,14,24.15362933,120.70390017,148.6,0.167,0.0,6.949999999999999,8,1.39,14,24.15376133,120.70389,120.5,0.222,0.0,6.949999999999999,9,1.39,0,24.153670683890823,120.70385810894092,24.153669258528033,120.70386505753389,151.91,278.43,171.52,13.05,21.52,22.55,59.92,98.83,103.56,2025-10-09T17:23:49.609261,24.153670683890823,120.70385810894093
24.15366367,120.7038235,110.9,0.685,0.0,5.45,9,1.09,14,24.153629,120.7039005,148.6,0.167,0.0,6.949999999999999,8,1.39,14,24.15376133,120.70388967,120.6,0.204,0.0,6.949999999999999,9,1.39,0,24.153670845022024,120.70385849705008,24.153669317332465,120.7038647730088,149.1,275.61,174.33,15.49,19.57,20.39,71.12,89.87,93.62,2025-10-09T17:23:49.811642,24.153670845022024,120.70385849705009
24.15366383,120.70382433,110.8,0.167,0.0,5.45,9,1.09,14,24.153629,120.7039005,148.7,0.167,0.0,6.949999999999999,8,1.39,14,24.15376117,120.703889,120.7,0.111,0.0,6.949999999999999,9,1.39,0,24.15367089946289,120.70385880825096,24.15366937850452,120.70386451231097,154.72,277.02,171.52,18.11,20.84,20.87,83.18,95.67,95.85,2025-10-09T17:23:50.014399,24.15367089946289,120.70385880825096
24.1536645,120.70382483,110.8,0.426,0.0,5.45,9,1.09,14,24.15362883,120.70390067,148.7,0.333,0.0,5.4,9,1.08,14,24.15376117,120.7038885,120.8,0.222,0.0,6.949999999999999,9,1.39,0,24.15366327529404,120.70386681525724,24.153668996137764,120.70386472182825,160.35,293.9,171.52,17.4,20.8,21.11,79.89,95.51,96.92,2025-10-09T17:23:50.217058,24.153663275294036,120.70386681525724
24.15366467,120.703825,110.5,0.204,0.0,5.45,9,1.09,14,24.15362867,120.703901,148.7,0.352,0.0,5.4,9,1.08,14,24.153761,120.70388767,121.0,0.111,0.0,6.949999999999999,9,1.39,0,24.15366325339552,120.70386690789648,24.15366862503799,120.70386492809449,150.5,269.99,170.11,20.22,17.77,18.93,92.85,81.58,86.92,2025-10-09T17:23:50.419949,24.15366325339552,120.70386690789647
24.15366483,120.70382533,110.5,0.185,0.0,5.45,9,1.09,14,24.15362867,120.703901,148.7,0.352,0.0,5.4,9,1.08,14,24.15376083,120.70388733,121.1,0.278,0.0,6.949999999999999,9,1.39,0,24.153663296194257,120.70386699772315,24.15366826900396,120.70386513090119,151.91,277.02,171.52,19.13,21.16,20.84,87.84,97.18,95.71,2025-10-09T17:23:50.621933,24.153663296194257,120.70386699772317
24.153665,120.703826,110.4,0.333,0.0,5.45,9,1.09,14,24.15362883,120.70390067,148.8,0.333,0.0,5.4,9,1.08,14,24.15376083,120.70388733,121.2,0.278,0.0,6.949999999999999,9,1.39,0,24.153663437017517,120.70386713892024,24.153667933620156,120.70386533318859,187.06,271.4,172.92,16.27,21.54,18.65,74.7,98.9,85.64,2025-10-09T17:23:50.824553,24.153663437017514,120.70386713892024
24.15366517,120.703826,110.4,0.463,0.0,5.45,9,1.09,14,24.1536285,120.7039005,148.9,0.204,0.0,5.4,9,1.08,14,24.15376033,120.70388617,121.4,0.148,0.0,6.949999999999999,9,1.39,0,24.153663293609828,120.70386689599266,24.153667602143837,120.70386551262227,173.0,251.71,174.33,17.02,19.22,19.16,78.13,88.27,87.99,2025-10-09T17:23:51.026336,24.153663293609828,120.70386689599266
24.1536655,120.70382667,110.4,0.074,0.0,5.45,9,1.09,14,24.1536285,120.70390067,148.9,0.315,0.0,5.4,9,1.08,14,24.15376033,120.70388617,121.5,0.148,0.0,6.949999999999999,9,1.39,0,24.153663433174184,120.70386725258498,24.153667291119483,120.70386570444295,173.0,329.05,170.11,17.09,17.5,21.99,78.48,80.38,100.98,2025-10-09T17:23:51.228544,24.153663433174184,120.70386725258498
24.1536655,120.70382667,110.3,0.074,0.0,5.45,9,1.09,14,24.1536285,120.70390067,148.9,0.315,0.0,5.4,9,1.08,14,24.15376017,120.703886,121.6,0.241,0.0,6.949999999999999,9,1.39,0,24.153663409768225,120.70386722771612,24.153666990779953,120.70386588614365,156.13,269.99,170.11,21.78,18.17,19.67,100.0,83.44,90.33,2025-10-09T17:23:51.430641,24.153663409768225,120.70386722771613
24.15366567,120.70382733,110.3,0.259,0.0,5.45,9,1.09,14,24.153628,120.7039005,148.9,0.444,0.0,5.4,9,1.08,14,24.15376017,120.70388567,121.6,0.204,0.0,6.949999999999999,9,1.39,0,24.15366326626979,120.70386738533568,24.15366669413979,120.70386606845042,180.03,309.36,167.3,17.61,19.62,18.56,80.84,90.1,85.21,2025-10-09T17:23:51.632960,24.15366326626979,120.70386738533568
24.153666,120.70382867,110.2,0.611,0.0,5.45,9,1.09,14,24.153628,120.7039005,148.9,0.278,0.0,5.4,9,1.08,14,24.15375983,120.7038855,121.7,0.241,0.0,6.949999999999999,9,1.39,0,24.15366335609648,120.70386792718271,24.153666414697344,120.70386627324723,147.69,269.99,171.52,19.48,18.29,20.54,89.44,84.0,94.34,2025-10-09T17:23:51.835322,24.15366335609648,120.70386792718271
24.153666,120.70382867,109.8,0.611,0.0,5.45,9,1.09,14,24.153628,120.70390017,148.9,0.111,0.0,5.4,9,1.08,14,24.15375967,120.70388533,121.7,0.111,0.0,6.949999999999999,9,1.39,0,24.15366333269052,120.70386776015305,24.15366614559819,120.70386645912812,156.13,300.93,165.89,18.56,19.14,17.1,85.22,87.89,78.5,2025-10-09T17:23:52.038469,24.15366333269052,120.70386776015303
24.153666,120.7038285,109.9,0.037,0.0,5.45,9,1.09,14,24.15362783,120.7039,148.9,0.352,0.0,5.4,9,1.08,14,24.15375933,120.70388533,121.7,0.167,0.0,6.949999999999999,9,1.39,0,24.15366320971848,120.70386761502184,24.153665881003846,120.70386662794233,147.69,303.74,164.49,18.55,18.73,19.43,85.2,86.02,89.22,2025-10-09T17:23:52.240512,24.153663209718477,120.70386761502185
24.15366683,120.70382967,109.8,0.093,0.0,5.45,9,1.09,14,24.15362767,120.7038995,149.0,0.204,0.0,5.4,9,1.08,14,24.15375917,120.70388467,121.8,0.204,0.0,6.949999999999999,9,1.39,0,24.153663468411548,120.70386779789617,24.153665642555513,120.70386679884541,129.41,272.8,167.3,19.58,17.45,20.17,89.89,80.13,92.6,2025-10-09T17:23:52.442903,24.153663468411548,120.70386779789615
24.15366683,120.70382967,109.8,0.093,0.0,5.45,9,1.09,14,24.1536275,120.70389917,149.1,0.482,0.0,5.4,9,1.08,14,24.15375917,120.70388467,121.9,0.204,0.0,6.949999999999999,9,1.39,0,24.15366339517717,120.70386765573528,24.153665410673877,120.70386695335594,153.31,293.9,163.08,22.18,20.1,20.77,101.83,92.3,95.36,2025-10-09T17:23:52.645058,24.15366339517717,120.70386765573528
24.15366717,120.70382983,109.7,0.333,0.0,5.45,9,1.09,14,24.1536275,120.70389917,149.2,0.482,0.0,5.4,9,1.08,14,24.153759,120.703885,121.9,0.315,0.0,6.949999999999999,9,1.39,0,24.15366351410192,120.70386777167764,24.153665196021027,120.70386710655991,146.28,293.9,164.49,20.87,16.77,17.43,95.83,77.0,80.05,2025-10-09T17:23:52.847737,24.15366351410192,120.70386777167765
24.15366783,120.70383167,109.4,0.315,0.0,5.45,9,1.09,14,24.1536275,120.70389833,149.3,0.037,0.0,5.4,9,1.08,14,24.15375883,120.70388467,121.9,0.019,0.0,6.949999999999999,9,1.39,0,24.1536637683618,120.7038681397159,24.153665005573206,120.70386727254682,146.28,288.27,164.49,19.24,22.26,20.66,88.33,102.21,94.88,2025-10-09T17:23:53.049895,24.1536637683618,120.7038681397159
24.153669,120.7038335,109.4,0.315,0.0,5.45,9,1.09,14,24.1536275,120.70389783,149.3,0.259,0.0,5.4,9,1.08,14,24.1537585,120.703885,121.8,0.278,0.0,6.949999999999999,9,1.39,0,24.15366421490609,120.70386874654326,24.153664849103087,120.70386746400895,133.63,271.4,164.49,18.75,17.33,19.89,86.11,79.59,91.31,2025-10-09T17:23:53.253084,24.15366421490609,120.70386874654326
24.15366917,120.70383417,109.2,0.278,0.0,5.45,9,1.09,14,24.1536275,120.7038975,149.3,0.204,0.0,5.4,9,1.08,14,24.1537585,120.703885,121.8,0.278,0.0,6.949999999999999,9,1.39,0,24.15366428680288,120.70386888774036,24.153664704551524,120.7038676541011,142.06,288.27,164.49,20.52,21.89,18.8,94.23,100.51,86.34,2025-10-09T17:23:53.456264,24.15366428680288,120.70386888774037
24.15366917,120.70383417,109.2,0.278,0.0,4.85,10,0.97,14,24.15362767,120.70389767,149.3,0.13,0.0,5.4,9,1.08,14,24.15375883,120.70388483,121.8,0.352,0.0,6.949999999999999,9,1.39,0,24.153665009468853,120.70386454693109,24.153664607175273,120.70386759671631,142.06,282.65,164.49,19.02,19.27,21.97,87.32,88.49,100.87,2025-10-09T17:23:53.658579,24.153665009468853,120.70386454693109
24.15366917,120.70383417,109.2,0.037,0.0,4.85,10,0.97,14,24.15362817,120.703898,149.2,0.111,0.0,5.4,9,1.08,14,24.15375883,120.70388467,121.8,0.185,0.0,6.949999999999999,9,1.39,0,24.15366519767072,120.70386465069332,24.153664525791637,120.70386754502007,136.44,277.02,163.08,19.66,18.3,21.15,90.3,84.04,97.13,2025-10-09T17:23:53.861091,24.153665197670716,120.70386465069333
24.15366933,120.70383433,109.2,0.13,0.0,4.85,10,0.97,14,24.1536285,120.70389783,149.0,0.204,0.0,6.949999999999999,9,1.39,14,24.15375867,120.70388433,121.8,0.278,0.0,6.949999999999999,9,1.39,0,24.153671846825127,120.70385880052416,24.153664809960123,120.70386717612413,150.5,300.93,160.27,20.68,22.35,18.11,94.95,102.62,83.18,2025-10-09T17:23:54.063862,24.153671846825127,120.70385880052417
24.15366933,120.703835,109.4,0.148,0.0,4.85,10,0.97,14,24.153629,120.703898,149.0,0.074,0.0,6.949999999999999,9,1.39,14,24.15375867,120.70388433,121.9,0.278,0.0,6.949999999999999,9,1.39,0,24.15367198036141,120.7038592363349,24.15366509266129,120.70386684265472,139.25,291.08,157.46,18.25,22.77,19.56,83.81,104.57,89.8,2025-10-09T17:23:54.267250,24.153671980361406,120.7038592363349
24.15366933,120.703835,109.3,0.148,0.0,4.85,10,0.97,14,24.153629,120.703898,148.5,0.074,0.0,5.4,8,1.08,14,24.15375867,120.70388383,122.1,0.37,0.0,6.949999999999999,9,1.39,0,24.153666449978687,120.70386415869648,24.153665070738906,120.70386678335329,191.28,260.15,149.02,16.71,17.21,19.73,76.74,79.05,90.59,2025-10-09T17:23:54.469449,24.153666449978687,120.70386415869648
24.1536695,120.70383533,109.3,0.111,0.0,5.45,10,1.09,14,24.15362917,120.7038985,148.5,0.148,0.0,5.4,8,1.08,14,24.1537585,120.7038835,122.1,0.13,0.0,6.949999999999999,9,1.39,0,24.15366623004042,120.7038679048943,24.153665039509402,120.70386692382806,187.06,253.11,153.24,21.03,19.24,19.32,96.55,88.34,88.69,2025-10-09T17:23:54.672997,24.15366623004042,120.7038679048943
24.15366983,120.70383633,109.1,0.37,0.0,5.45,10,1.09,14,24.153629,120.70389833,148.3,0.13,0.0,5.4,8,1.08,14,24.15375833,120.70388317,122.2,0.407,0.0,6.949999999999999,9,1.39,0,24.15366628482843,120.70386823748076,24.153665013818028,120.70386707525694,168.78,236.24,154.64,16.47,19.27,18.33,75.62,88.48,84.18,2025-10-09T17:23:54.875418,24.15366628482843,120.70386823748076
24.15367,120.70383633,109.2,0.056,0.0,5.45,10,1.09,14,24.153629,120.70389883,148.2,0.407,0.0,5.4,8,1.08,14,24.153758,120.70388283,122.3,0.333,0.0,6.949999999999999,9,1.39,0,24.15366631295781,120.703868389751,24.15366499197471,120.70386722767365,189.88,243.27,150.42,17.14,20.83,20.99,78.7,95.64,96.38,2025-10-09T17:23:55.077489,24.15366631295781,120.703868389751
24.15367083,120.70383817,109.0,0.37,0.0,5.45,10,1.09,14,24.15362883,120.70389867,148.2,0.259,0.0,5.4,8,1.08,14,24.15375767,120.70388283,122.4,0.574,0.0,6.949999999999999,9,1.39,0,24.15366656911635,120.7038691523205,24.153664985599022,120.70386741267957,178.63,237.65,150.42,21.91,20.82,19.68,100.6,95.6,90.38,2025-10-09T17:23:55.280038,24.15366656911635,120.7038691523205
24.15367083,120.70383817,108.9,0.37,0.0,5.45,10,1.09,14,24.15362867,120.703899,148.0,0.352,0.0,5.4,8,1.08,14,24.15375767,120.7038825,122.5,0.148,0.0,6.949999999999999,9,1.39,0,24.153666504465992,120.70386923736332,24.15366497741438,120.70386759384643,188.47,237.65,149.02,19.53,20.13,20.67,89.68,92.42,94.9,2025-10-09T17:23:55.482279,24.153666504465992,120.70386923736332
24.15367133,120.703839,108.8,0.241,0.0,5.45,10,1.09,14,24.15362867,120.70389917,147.9,0.093,0.0,5.4,8,1.08,14,24.15375733,120.70388267,122.5,0.296,0.0,6.949999999999999,9,1.39,0,24.153666679491863,120.70386970408347,24.153664979702853,120.70386779080194,184.25,229.21,147.61,17.41,20.07,19.24,79.95,92.16,88.35,2025-10-09T17:23:55.685525,24.153666679491863,120.70386970408347
24.15367183,120.70383983,108.5,0.426,0.0,5.45,10,1.09,14,24.15362883,120.7038995,147.7,0.315,0.0,5.4,8,1.08,14,24.153757,120.70388283,122.4,0.241,0.0,6.949999999999999,9,1.39,0,24.15366692063169,120.70387023399044,24.153664995291322,120.70386800597795,185.66,240.46,146.21,18.41,17.97,20.16,84.51,82.51,92.56,2025-10-09T17:23:55.888537,24.153666920631686,120.70387023399044
24.15367233,120.70384,108.4,0.315,0.0,5.45,10,1.09,14,24.153629,120.70390033,147.7,0.389,0.0,5.4,8,1.08,14,24.15375667,120.70388267,122.5,0.352,0.0,6.949999999999999,9,1.39,0,24.15366716581216,120.7038706223746,24.15366502372524,120.70386823136808,181.44,226.4,146.21,18.39,18.67,20.85,84.46,85.74,95.72,2025-10-09T17:23:56.090764,24.15366716581216,120.70387062237461
